x1,x2,x3,x4
0.06365908123552799,0.9307807656005025,0.23969912808388472,0.5930937519297004
0.9079392394050956,0.9307807656005025,0.23969912808388472,0.5930937519297004
0.06365908123552799,0.6109834220260382,0.23969912808388472,0.5930937519297004
0.06365908123552799,0.9307807656005025,0.8632269538938999,0.5930937519297004
0.06365908123552799,0.9307807656005025,0.23969912808388472,0.30280569568276405
0.9079392394050956,0.6109834220260382,0.8632269538938999,0.30280569568276405
0.9528463110327721,0.0901195714250207,0.8420281866565347,0.4472971763461828
0.2315258141607046,0.0901195714250207,0.8420281866565347,0.4472971763461828
0.9528463110327721,0.41857412829995155,0.8420281866565347,0.4472971763461828
0.9528463110327721,0.0901195714250207,0.01823825854808092,0.4472971763461828
0.9528463110327721,0.0901195714250207,0.8420281866565347,0.5238932901993394
0.2315258141607046,0.41857412829995155,0.01823825854808092,0.5238932901993394
0.7352239182218909,0.7477245591580868,0.25421162508428097,0.957436571829021
0.4281536275520921,0.7477245591580868,0.25421162508428097,0.957436571829021
0.7352239182218909,0.05278588645160198,0.25421162508428097,0.957436571829021
0.7352239182218909,0.7477245591580868,0.6052095498889685,0.957436571829021
0.7352239182218909,0.7477245591580868,0.25421162508428097,0.8524078372865915
0.4281536275520921,0.05278588645160198,0.6052095498889685,0.8524078372865915
0.37332011479884386,0.2744039297103882,0.6710171438753605,0.06366709060966969
0.7448813766241074,0.2744039297103882,0.6710171438753605,0.06366709060966969
0.37332011479884386,0.9797003529965878,0.6710171438753605,0.06366709060966969
0.37332011479884386,0.2744039297103882,0.2606230666860938,0.06366709060966969
0.37332011479884386,0.2744039297103882,0.6710171438753605,0.06906247790902853
0.7448813766241074,0.9797003529965878,0.2606230666860938,0.06906247790902853
0.4309210777282715,0.5877911746501923,0.9095744136720896,0.23818278405815363
0.5842146445065737,0.5877911746501923,0.9095744136720896,0.23818278405815363
0.4309210777282715,0.629740915261209,0.9095744136720896,0.23818278405815363
0.4309210777282715,0.5877911746501923,0.7106961123645306,0.23818278405815363
0.4309210777282715,0.5877911746501923,0.9095744136720896,0.9219241896644235
0.5842146445065737,0.629740915261209,0.7106961123645306,0.9219241896644235
0.5545436311513186,0.43427741155028343,0.007966674864292145,0.8503322973847389
0.2759536160156131,0.43427741155028343,0.007966674864292145,0.8503322973847389
0.5545436311513186,0.33777565229684114,0.007966674864292145,0.8503322973847389
0.5545436311513186,0.43427741155028343,0.4283311413601041,0.8503322973847389
0.5545436311513186,0.43427741155028343,0.007966674864292145,0.15469808503985405
0.2759536160156131,0.33777565229684114,0.4283311413601041,0.15469808503985405
0.7584922509267926,0.7786291847005486,0.5803404590114951,0.3680401938036084
0.06437456980347633,0.7786291847005486,0.5803404590114951,0.3680401938036084
0.7584922509267926,0.190868123434484,0.5803404590114951,0.3680401938036084
0.7584922509267926,0.7786291847005486,0.9526880066841841,0.3680401938036084
0.7584922509267926,0.7786291847005486,0.5803404590114951,0.4831688245758414
0.06437456980347633,0.190868123434484,0.9526880066841841,0.4831688245758414
0.13102377112954855,0.24221089202910662,0.493209240026772,0.7319496534764767
0.762957108207047,0.24221089202910662,0.493209240026772,0.7319496534764767
0.13102377112954855,0.7795791598036885,0.493209240026772,0.7319496534764767
0.13102377112954855,0.24221089202910662,0.1707219099625945,0.7319496534764767
0.13102377112954855,0.24221089202910662,0.493209240026772,0.6881333459168673
0.762957108207047,0.7795791598036885,0.1707219099625945,0.6881333459168673
0.21821430698037148,0.6369731435552239,0.5371163692325354,0.8071082485839725
0.16214677412062883,0.6369731435552239,0.5371163692325354,0.8071082485839725
0.21821430698037148,0.9017183454707265,0.5371163692325354,0.8071082485839725
0.21821430698037148,0.6369731435552239,0.63989950530231,0.8071082485839725
0.21821430698037148,0.6369731435552239,0.5371163692325354,0.9886897252872586
0.16214677412062883,0.9017183454707265,0.63989950530231,0.9886897252872586
0.829996993765235,0.3526169331744313,0.38799581304192543,0.17102490551769733
0.97914894297719,0.3526169331744313,0.38799581304192543,0.17102490551769733
0.829996993765235,0.06875272002071142,0.38799581304192543,0.17102490551769733
0.829996993765235,0.3526169331744313,0.4825328653678298,0.17102490551769733
0.829996993765235,0.3526169331744313,0.38799581304192543,0.2129473313689232
0.97914894297719,0.06875272002071142,0.4825328653678298,0.2129473313689232
0.6079206923022866,0.9462572038173676,0.9600921897217631,0.6731076678261161
0.6737021310254931,0.9462572038173676,0.9600921897217631,0.6731076678261161
0.6079206923022866,0.4657752262428403,0.9600921897217631,0.6731076678261161
0.6079206923022866,0.9462572038173676,0.8975070975720882,0.6731076678261161
0.6079206923022866,0.9462572038173676,0.9600921897217631,0.41664218436926603
0.6737021310254931,0.4657752262428403,0.8975070975720882,0.41664218436926603
0.46885648649185896,0.04456138238310814,0.12151138577610254,0.28524995408952236
0.4975020904093981,0.04456138238310814,0.12151138577610254,0.28524995408952236
0.46885648649185896,0.5017671501263976,0.12151138577610254,0.28524995408952236
0.46885648649185896,0.04456138238310814,0.2405426697805524,0.28524995408952236
0.46885648649185896,0.04456138238310814,0.12151138577610254,0.6296461578458548
0.4975020904093981,0.5017671501263976,0.2405426697805524,0.6296461578458548
0.28820483200252056,0.8561774753034115,0.35945553984493017,0.39727524388581514
0.32964804768562317,0.8561774753034115,0.35945553984493017,0.39727524388581514
0.28820483200252056,0.857556875795126,0.35945553984493017,0.39727524388581514
0.28820483200252056,0.8561774753034115,0.7924220021814108,0.39727524388581514
0.28820483200252056,0.8561774753034115,0.35945553984493017,0.3617754429578781
0.32964804768562317,0.857556875795126,0.7924220021814108,0.3617754429578781
0.6655502878129482,0.13470101356506348,0.7142107458785176,0.5034976117312908
0.5284444475546479,0.13470101356506348,0.7142107458785176,0.5034976117312908
0.6655502878129482,0.17489795200526714,0.7142107458785176,0.5034976117312908
0.6655502878129482,0.13470101356506348,0.0724349757656455,0.5034976117312908
0.6655502878129482,0.13470101356506348,0.7142107458785176,0.5899068536236882
0.5284444475546479,0.17489795200526714,0.0724349757656455,0.5899068536236882
0.8973941160365939,0.5391116114333272,0.1261849645525217,0.029262141324579716
0.8186968471854925,0.5391116114333272,0.1261849645525217,0.029262141324579716
0.8973941160365939,0.2905702628195286,0.1261849645525217,0.029262141324579716
0.8973941160365939,0.5391116114333272,0.550038892775774,0.029262141324579716
0.8973941160365939,0.5391116114333272,0.1261849645525217,0.7936798464506865
0.8186968471854925,0.2905702628195286,0.550038892775774,0.7936798464506865
0.023892679251730442,0.450538725592196,0.7914798632264137,0.8834737464785576
0.01071071531623602,0.450538725592196,0.7914798632264137,0.8834737464785576
0.023892679251730442,0.7389538493007421,0.7914798632264137,0.8834737464785576
0.023892679251730442,0.450538725592196,0.33045074064284563,0.8834737464785576
0.023892679251730442,0.450538725592196,0.7914798632264137,0.0028062043711543083
0.01071071531623602,0.7389538493007421,0.33045074064284563,0.0028062043711543083
