x1,x2,x3,x4,x5
0.5160837080329657,0.9377213278785348,0.5314890882000327,0.733956010080874,0.6454532789066434
0.11663680896162987,0.9377213278785348,0.5314890882000327,0.733956010080874,0.6454532789066434
0.5160837080329657,0.7344327084720135,0.5314890882000327,0.733956010080874,0.6454532789066434
0.5160837080329657,0.9377213278785348,0.1752171292901039,0.733956010080874,0.6454532789066434
0.5160837080329657,0.9377213278785348,0.5314890882000327,0.0809268532320857,0.6454532789066434
0.5160837080329657,0.9377213278785348,0.5314890882000327,0.733956010080874,0.16899255476891994
0.11663680896162987,0.7344327084720135,0.1752171292901039,0.0809268532320857,0.16899255476891994
0.35968448128551245,0.4838250735774636,0.31035940162837505,0.17071075830608606,0.1386752836406231
0.6375236781314015,0.4838250735774636,0.31035940162837505,0.17071075830608606,0.1386752836406231
0.35968448128551245,0.4175599319860339,0.31035940162837505,0.17071075830608606,0.1386752836406231
0.35968448128551245,0.4838250735774636,0.796148918569088,0.17071075830608606,0.1386752836406231
0.35968448128551245,0.4838250735774636,0.31035940162837505,0.6358521720394492,0.1386752836406231
0.35968448128551245,0.4838250735774636,0.31035940162837505,0.17071075830608606,0.5917910318821669
0.6375236781314015,0.4175599319860339,0.796148918569088,0.6358521720394492,0.5917910318821669
0.189883416518569,0.6620953753590584,0.8687049355357885,0.8025313913822174,0.36028080992400646
0.7797328624874353,0.6620953753590584,0.8687049355357885,0.8025313913822174,0.36028080992400646
0.189883416518569,0.8794325888156891,0.8687049355357885,0.8025313913822174,0.36028080992400646
0.189883416518569,0.6620953753590584,0.5641600033268332,0.8025313913822174,0.36028080992400646
0.189883416518569,0.6620953753590584,0.8687049355357885,0.8481863886117935,0.36028080992400646
0.189883416518569,0.6620953753590584,0.8687049355357885,0.8025313913822174,0.9502770341932774
0.7797328624874353,0.8794325888156891,0.5641600033268332,0.8481863886117935,0.9502770341932774
0.9085457911714911,0.1354123130440712,0.09813593979924917,0.3638541251420975,0.8536229645833373
0.47442210745066404,0.1354123130440712,0.09813593979924917,0.3638541251420975,0.8536229645833373
0.9085457911714911,0.217842317186296,0.09813593979924917,0.3638541251420975,0.8536229645833373
0.9085457911714911,0.1354123130440712,0.4664254179224372,0.3638541251420975,0.8536229645833373
0.9085457911714911,0.1354123130440712,0.09813593979924917,0.4348461739718914,0.8536229645833373
0.9085457911714911,0.1354123130440712,0.09813593979924917,0.3638541251420975,0.3104533217847347
0.47442210745066404,0.217842317186296,0.4664254179224372,0.4348461739718914,0.3104533217847347
0.7595134284347296,0.5535227190703154,0.4889897545799613,0.39686936419457197,0.9210531981661916
0.18810154777020216,0.5535227190703154,0.4889897545799613,0.39686936419457197,0.9210531981661916
0.7595134284347296,0.8655399810522795,0.4889897545799613,0.39686936419457197,0.9210531981661916
0.7595134284347296,0.5535227190703154,0.6670350655913353,0.39686936419457197,0.9210531981661916
0.7595134284347296,0.5535227190703154,0.4889897545799613,0.908362259157002,0.9210531981661916
0.7595134284347296,0.5535227190703154,0.4889897545799613,0.39686936419457197,0.7287497818470001
0.18810154777020216,0.8655399810522795,0.6670350655913353,0.908362259157002,0.7287497818470001
0.10310740675777197,0.02500717155635357,0.7278205882757902,0.9601747272536159,0.42758848145604134
