x1,x2,x3,x4,x5,x6,x7,x8
0.40951049514114857,0.4731902852654457,0.9905370213091373,0.5171787291765213,0.4595872387290001,0.8917132169008255,0.8564741350710392,0.7163641797378659
0.10905265156179667,0.4731902852654457,0.9905370213091373,0.5171787291765213,0.4595872387290001,0.8917132169008255,0.8564741350710392,0.7163641797378659
0.40951049514114857,0.5356334885582328,0.9905370213091373,0.5171787291765213,0.4595872387290001,0.8917132169008255,0.8564741350710392,0.7163641797378659
0.40951049514114857,0.4731902852654457,0.41943338606506586,0.5171787291765213,0.4595872387290001,0.8917132169008255,0.8564741350710392,0.7163641797378659
0.40951049514114857,0.4731902852654457,0.9905370213091373,0.015309563837945461,0.4595872387290001,0.8917132169008255,0.8564741350710392,0.7163641797378659
0.40951049514114857,0.4731902852654457,0.9905370213091373,0.5171787291765213,0.7593148313462734,0.8917132169008255,0.8564741350710392,0.7163641797378659
0.40951049514114857,0.4731902852654457,0.9905370213091373,0.5171787291765213,0.4595872387290001,0.40397941041737795,0.8564741350710392,0.7163641797378659
0.40951049514114857,0.4731902852654457,0.9905370213091373,0.5171787291765213,0.4595872387290001,0.8917132169008255,0.5937322918325663,0.7163641797378659
0.40951049514114857,0.4731902852654457,0.9905370213091373,0.5171787291765213,0.4595872387290001,0.8917132169008255,0.8564741350710392,0.6919156881049275
0.10905265156179667,0.5356334885582328,0.41943338606506586,0.015309563837945461,0.7593148313462734,0.40397941041737795,0.5937322918325663,0.6919156881049275
0.5789929870516062,0.70178615860641,0.2987966872751713,0.07178311701864004,0.7170936921611428,0.2630268894135952,0.30571695789694786,0.3523602010682225
0.8947896137833595,0.70178615860641,0.2987966872751713,0.07178311701864004,0.7170936921611428,0.2630268894135952,0.30571695789694786,0.3523602010682225
0.5789929870516062,0.1445159064605832,0.2987966872751713,0.07178311701864004,0.7170936921611428,0.2630268894135952,0.30571695789694786,0.3523602010682225
0.5789929870516062,0.70178615860641,0.9130269149318337,0.07178311701864004,0.7170936921611428,0.2630268894135952,0.30571695789694786,0.3523602010682225
0.5789929870516062,0.70178615860641,0.2987966872751713,0.8441050415858626,0.7170936921611428,0.2630268894135952,0.30571695789694786,0.3523602010682225
0.5789929870516062,0.70178615860641,0.2987966872751713,0.07178311701864004,0.062184594571590424,0.2630268894135952,0.30571695789694786,0.3523602010682225
0.5789929870516062,0.70178615860641,0.2987966872751713,0.07178311701864004,0.7170936921611428,0.8212776957079768,0.30571695789694786,0.3523602010682225
0.5789929870516062,0.70178615860641,0.2987966872751713,0.07178311701864004,0.7170936921611428,0.2630268894135952,0.3912144657224417,0.3523602010682225
0.5789929870516062,0.70178615860641,0.2987966872751713,0.07178311701864004,0.7170936921611428,0.2630268894135952,0.30571695789694786,0.0037092240527272224
0.8947896137833595,0.1445159064605832,0.9130269149318337,0.8441050415858626,0.062184594571590424,0.8212776957079768,0.3912144657224417,0.0037092240527272224
0.8019212605431676,0.12128451839089394,0.526062872260809,0.7984825046733022,0.835474107414484,0.025102345272898674,0.5521178599447012,0.0987162608653307
0.5792392380535603,0.12128451839089394,0.526062872260809,0.7984825046733022,0.835474107414484,0.025102345272898674,0.5521178599447012,0.0987162608653307
0.8019212605431676,0.30647327564656734,0.526062872260809,0.7984825046733022,0.835474107414484,0.025102345272898674,0.5521178599447012,0.0987162608653307
0.8019212605431676,0.12128451839089394,0.5814727451652288,0.7984825046733022,0.835474107414484,0.025102345272898674,0.5521178599447012,0.0987162608653307
0.8019212605431676,0.12128451839089394,0.526062872260809,0.6028606686741114,0.835474107414484,0.025102345272898674,0.5521178599447012,0.0987162608653307
0.8019212605431676,0.12128451839089394,0.526062872260809,0.7984825046733022,0.5109155587852001,0.025102345272898674,0.5521178599447012,0.0987162608653307
0.8019212605431676,0.12128451839089394,0.526062872260809,0.7984825046733022,0.835474107414484,0.24030777532607317,0.5521178599447012,0.0987162608653307
0.8019212605431676,0.12128451839089394,0.526062872260809,0.7984825046733022,0.835474107414484,0.025102345272898674,0.039604091085493565,0.0987162608653307
0.8019212605431676,0.12128451839089394,0.526062872260809,0.7984825046733022,0.835474107414484,0.025102345272898674,0.5521178599447012,0.9202789021655917
0.5792392380535603,0.30647327564656734,0.5814727451652288,0.6028606686741114,0.5109155587852001,0.24030777532607317,0.039604091085493565,0.9202789021655917
0.19396938849240541,0.8340796697884798,0.21585341915488243,0.35322445072233677,0.093098652549088,0.6308584678918123,0.09504774026572704,0.9534089360386133
0.4167969571426511,0.8340796697884798,0.21585341915488243,0.35322445072233677,0.093098652549088,0.6308584678918123,0.09504774026572704,0.9534089360386133
0.19396938849240541,0.8889875672757626,0.21585341915488243,0.35322445072233677,0.093098652549088,0.6308584678918123,0.09504774026572704,0.9534089360386133
0.19396938849240541,0.8340796697884798,0.08680299483239651,0.35322445072233677,0.093098652549088,0.6308584678918123,0.09504774026572704,0.9534089360386133
0.19396938849240541,0.8340796697884798,0.21585341915488243,0.25648527778685093,0.093098652549088,0.6308584678918123,0.09504774026572704,0.9534089360386133
0.19396938849240541,0.8340796697884798,0.21585341915488243,0.35322445072233677,0.30960822850465775,0.6308584678918123,0.09504774026572704,0.9534089360386133
0.19396938849240541,0.8340796697884798,0.21585341915488243,0.35322445072233677,0.093098652549088,0.534435267560184,0.09504774026572704,0.9534089360386133
0.19396938849240541,0.8340796697884798,0.21585341915488243,0.35322445072233677,0.093098652549088,0.6308584678918123,0.9764867471531034,0.9534089360386133
0.19396938849240541,0.8340796697884798,0.21585341915488243,0.35322445072233677,0.093098652549088,0.6308584678918123,0.09504774026572704,0.3526163948699832
0.4167969571426511,0.8889875672757626,0.08680299483239651,0.25648527778685093,0.30960822850465775,0.534435267560184,0.9764867471531034,0.3526163948699832
0.059081180952489376,0.24306964315474033,0.3941988768056035,0.4862351259216666,0.12941804621368647,0.8313183356076479,0.6709471279755235,0.14893021062016487
0.7266906462609768,0.24306964315474033,0.3941988768056035,0.4862351259216666,0.12941804621368647,0.8313183356076479,0.6709471279755235,0.14893021062016487
0.059081180952489376,0.02720929030328989,0.3941988768056035,0.4862351259216666,0.12941804621368647,0.8313183356076479,0.6709471279755235,0.14893021062016487
0.059081180952489376,0.24306964315474033,0.7456363122910261,0.4862351259216666,0.12941804621368647,0.8313183356076479,0.6709471279755235,0.14893021062016487
0.059081180952489376,0.24306964315474033,0.3941988768056035,0.47418269235640764,0.12941804621368647,0.8313183356076479,0.6709471279755235,0.14893021062016487
0.059081180952489376,0.24306964315474033,0.3941988768056035,0.4862351259216666,0.7058421839028597,0.8313183356076479,0.6709471279755235,0.14893021062016487
0.059081180952489376,0.24306964315474033,0.3941988768056035,0.4862351259216666,0.12941804621368647,0.9714975263923407,0.6709471279755235,0.14893021062016487
0.059081180952489376,0.24306964315474033,0.3941988768056035,0.4862351259216666,0.12941804621368647,0.8313183356076479,0.7549805492162704,0.14893021062016487
0.059081180952489376,0.24306964315474033,0.3941988768056035,0.4862351259216666,0.12941804621368647,0.8313183356076479,0.6709471279755235,0.4582535596564412
0.7266906462609768,0.02720929030328989,0.7456363122910261,0.47418269235640764,0.7058421839028597,0.9714975263923407,0.7549805492162704,0.4582535596564412
0.9529226934537292,0.9558630995452404,0.8320933999493718,0.9159596040844917,0.8870465233922005,0.4522045236080885,0.24514222238212824,0.794794674962759
0.269322675652802,0.9558630995452404,0.8320933999493718,0.9159596040844917,0.8870465233922005,0.4522045236080885,0.24514222238212824,0.794794674962759
0.9529226934537292,0.6683125523850322,0.8320933999493718,0.9159596040844917,0.8870465233922005,0.4522045236080885,0.24514222238212824,0.794794674962759
0.9529226934537292,0.9558630995452404,0.23440314643085003,0.9159596040844917,0.8870465233922005,0.4522045236080885,0.24514222238212824,0.794794674962759
0.9529226934537292,0.9558630995452404,0.8320933999493718,0.6351336361840367,0.8870465233922005,0.4522045236080885,0.24514222238212824,0.794794674962759
0.9529226934537292,0.9558630995452404,0.8320933999493718,0.9159596040844917,0.4735595192760229,0.4522045236080885,0.24514222238212824,0.794794674962759
0.9529226934537292,0.9558630995452404,0.8320933999493718,0.9159596040844917,0.8870465233922005,0.30420680344104767,0.24514222238212824,0.794794674962759
0.9529226934537292,0.9558630995452404,0.8320933999493718,0.9159596040844917,0.8870465233922005,0.4522045236080885,0.1977243833243847,0.794794674962759
0.9529226934537292,0.9558630995452404,0.8320933999493718,0.9159596040844917,0.8870465233922005,0.4522045236080885,0.24514222238212824,0.767615226097405
0.269322675652802,0.6683125523850322,0.23440314643085003,0.6351336361840367,0.4735595192760229,0.30420680344104767,0.1977243833243847,0.767615226097405
0.666029542684555,0.344111492857337,0.12435795832425356,0.20491680689156055,0.5054880054667592,0.21476825699210167,0.9915358973667026,0.5313505409285426
0.20965193305164576,0.344111492857337,0.12435795832425356,0.20491680689156055,0.5054880054667592,0.21476825699210167,0.9915358973667026,0.5313505409285426
0.666029542684555,0.7563094347715378,0.12435795832425356,0.20491680689156055,0.5054880054667592,0.21476825699210167,0.9915358973667026,0.5313505409285426
0.666029542684555,0.344111492857337,0.25547195319086313,0.20491680689156055,0.5054880054667592,0.21476825699210167,0.9915358973667026,0.5313505409285426
0.666029542684555,0.344111492857337,0.12435795832425356,0.8783307671546936,0.5054880054667592,0.21476825699210167,0.9915358973667026,0.5313505409285426
0.666029542684555,0.344111492857337,0.12435795832425356,0.20491680689156055,0.953540476039052,0.21476825699210167,0.9915358973667026,0.5313505409285426
0.666029542684555,0.344111492857337,0.12435795832425356,0.20491680689156055,0.5054880054667592,0.6342154424637556,0.9915358973667026,0.5313505409285426
0.666029542684555,0.344111492857337,0.12435795832425356,0.20491680689156055,0.5054880054667592,0.21476825699210167,0.3617524681612849,0.5313505409285426
0.666029542684555,0.344111492857337,0.12435795832425356,0.20491680689156055,0.5054880054667592,0.21476825699210167,0.9915358973667026,0.1871050549671054
0.20965193305164576,0.7563094347715378,0.25547195319086313,0.8783307671546936,0.953540476039052,0.6342154424637556,0.3617524681612849,0.1871050549671054
0.3376105949282646,0.5727089941501617,0.6805997686460614,0.634534721262753,0.2629905231297016,0.5699753016233444,0.40954393427819014,0.39577421080321074
0.794213205575943,0.5727089941501617,0.6805997686460614,0.634534721262753,0.2629905231297016,0.5699753016233444,0.40954393427819014,0.39577421080321074
0.3376105949282646,0.42377894558012486,0.6805997686460614,0.634534721262753,0.2629905231297016,0.5699753016233444,0.40954393427819014,0.39577421080321074
0.3376105949282646,0.5727089941501617,0.7637520665302873,0.634534721262753,0.2629905231297016,0.5699753016233444,0.40954393427819014,0.39577421080321074
0.3376105949282646,0.5727089941501617,0.6805997686460614,0.23105420172214508,0.2629905231297016,0.5699753016233444,0.40954393427819014,0.39577421080321074
0.3376105949282646,0.5727089941501617,0.6805997686460614,0.634534721262753,0.2248855885118246,0.5699753016233444,0.40954393427819014,0.39577421080321074
0.3376105949282646,0.5727089941501617,0.6805997686460614,0.634534721262753,0.2629905231297016,0.0900803729891777,0.40954393427819014,0.39577421080321074
